"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"7521","CPA",0.2836,12,0.715189169932312,13,0.946837407838572,12,0.901145379906793,2,0.711692989419419,9.75,12,"Wessels","GSE1+IKZF1_1"
"7522","GEARS",0.4294,8,0.987950124688279,9,0.986418315871168,10,0.325729670123105,10,0.682374527670638,9.25,10,"Wessels","GSE1+IKZF1_1"
"7523","GeneCompass",0.3518,10,0.993752760954756,4,0.989910748932868,6,0.246411689425058,13,0.64546879982817,8.25,8,"Wessels","GSE1+IKZF1_1"
"7524","GenePert",0.5481,3,1,1,0.994955374466434,3,0.411191925128385,4,0.738561824898705,2.75,1,"Wessels","GSE1+IKZF1_1"
"7525","linearModel",0.4547,7,0.992302101888137,7,0.989134652696934,8,0.410532980923216,6,0.711667433877072,7,7,"Wessels","GSE1+IKZF1_1"
"7526","scELMo",0.3241,11,0.992601353758461,5,0.989134652696934,8,0.266477938236149,12,0.643078486172886,9,9,"Wessels","GSE1+IKZF1_1"
"7527","scFoundation",0.3728,9,0.787756323477022,11,0.941016686069073,13,0.308766774651206,11,0.602584946049325,11,13,"Wessels","GSE1+IKZF1_1"
"7528","scGPT",0.604,2,0.756910580691129,12,0.9965075669383,2,1,1,0.839354536907357,4.25,3,"Wessels","GSE1+IKZF1_1"
"7529","scouter",0.7084,1,0.81203847524047,10,1,1,0,15,0.630109618810118,6.75,6,"Wessels","GSE1+IKZF1_1"
"7530","trainMean",0.4569,6,0.992575703598148,6,0.989522700814901,7,0.409303150073085,7,0.712075388621534,6.5,5,"Wessels","GSE1+IKZF1_1"
"7531","AttentionPert",0.5963,1,1,1,1,1,0.420334495548261,13,0.754158623887065,4,3,"Wessels","GSE1+INTS1_1"
"7532","baseMLP",0.0885,13,0.233715702098225,13,0,15,0.462548247860964,12,0.196190987489797,13.25,15,"Wessels","GSE1+INTS1_1"
"7533","baseReg",0.5485,2,0.999385135654446,2,0.99581589958159,2,0.530226551709769,6,0.768481896736451,3,1,"Wessels","GSE1+INTS1_1"
"7534","biolord",0.0397,14,0.394445084928138,10,0.219665271966527,14,0.369456887800717,14,0.255816811173845,13,14,"Wessels","GSE1+INTS1_1"
"7535","baseControl",-0.0247999999999999,15,0.964779801706249,6,0.951882845188284,8,0.527154599835788,8,0.60475431168258,9.25,10,"Wessels","GSE1+INTS1_1"
"7536","CPA",0.2126,11,0,15,0.755230125523012,12,1,1,0.491957531380753,9.75,11,"Wessels","GSE1+INTS1_1"
"7537","GEARS",0.409,6,0.966268926293137,5,0.9581589958159,7,0.557326439128936,3,0.722688590309493,5.25,4,"Wessels","GSE1+INTS1_1"
"7538","GeneCompass",0.1771,12,0.956123664591499,9,0.945606694560669,11,0.504519911298556,11,0.645837567612681,10.75,12,"Wessels","GSE1+INTS1_1"
"7539","GenePert",0.4441,5,0.984061563292599,3,0.976987447698745,3,0.53224266439246,4,0.734347918845951,3.75,2,"Wessels","GSE1+INTS1_1"
"7540","linearModel",0.348,8,0.959409345938052,8,0.947698744769874,10,0.531826883363231,5,0.69673374351779,7.75,8,"Wessels","GSE1+INTS1_1"
"7541","scELMo",0.2656,10,0.96821919913919,4,0.960251046025105,6,0.523938695038688,9,0.679502235050746,7.25,6,"Wessels","GSE1+INTS1_1"
"7542","scFoundation",0.3425,9,0.252276919529629,12,0.669456066945607,13,0.513336177525881,10,0.444392291000279,11,13,"Wessels","GSE1+INTS1_1"
"7543","scGPT",0.4616,3,0.120100299746368,14,0.97489539748954,4,0.938040336002455,2,0.623659008309591,5.75,5,"Wessels","GSE1+INTS1_1"
"7544","scouter",0.4517,4,0.287016755053416,11,0.97489539748954,4,0,15,0.428403038135739,8.5,9,"Wessels","GSE1+INTS1_1"
"7545","trainMean",0.3622,7,0.962329951579433,7,0.951882845188284,8,0.530087130105397,7,0.701624981718279,7.25,6,"Wessels","GSE1+INTS1_1"
"7546","AttentionPert",0.5288,5,0.984925437023497,8,0.986143187066975,9,0.254844921730817,13,0.688678386455322,8.75,10,"Wessels","HDAC3+IKZF1_1"
"7547","baseMLP",0.1743,13,0.864340502331178,10,0.886258660508083,13,0.407991845745002,5,0.583222752146066,10.25,12,"Wessels","HDAC3+IKZF1_1"
"7548","baseReg",0.4835,6,0.99159696272044,3,0.991916859122402,4,0.402870238830941,9,0.717471015168446,5.5,4,"Wessels","HDAC3+IKZF1_1"
"7549","biolord",0.0101,14,0,15,0,15,0.404519325904791,8,0.103654831476198,13,14,"Wessels","HDAC3+IKZF1_1"
"7550","baseControl",0.00849999999999995,15,0.987455217865806,5,0.987875288683603,6,0.406579477363196,6,0.597602495978151,8,8,"Wessels","HDAC3+IKZF1_1"
"7551","CPA",0.3759,8,0.653539572173953,14,0.948614318706697,12,0.997582798945934,2,0.743909172456646,9,11,"Wessels","HDAC3+IKZF1_1"
"7552","GEARS",0.261,11,0.978932633015954,9,0.980369515011547,11,0.344426673824396,10,0.641182205462974,10.25,12,"Wessels","HDAC3+IKZF1_1"
"7553","GeneCompass",0.6348,2,1,1,0.998267898383372,2,0.305279010470161,11,0.734586727213383,4,1,"Wessels","HDAC3+IKZF1_1"
"7554","GenePert",0.3554,9,0.987879418921681,4,0.989030023094688,5,0.410339079744675,3,0.685662130440261,5.25,3,"Wessels","HDAC3+IKZF1_1"
"7555","linearModel",0.5417,3,0.985812402867599,6,0.98729792147806,7,0.408982792387061,4,0.73094827918318,5,2,"Wessels","HDAC3+IKZF1_1"
"7556","scELMo",0.4388,7,0.994095892576867,2,0.992494226327945,3,0.292826897944296,12,0.679554254212277,6,5,"Wessels","HDAC3+IKZF1_1"
"7557","scFoundation",0.2203,12,0.690888546957129,12,0.88568129330254,14,0.243688685189087,14,0.510139631362189,13,14,"Wessels","HDAC3+IKZF1_1"
"7558","scGPT",0.2934,10,0.670083413353078,13,0.984988452655889,10,1,1,0.737117966502242,8.5,9,"Wessels","HDAC3+IKZF1_1"
"7559","scouter",0.6668,1,0.762836902406762,11,1,1,0,15,0.607409225601691,7,7,"Wessels","HDAC3+IKZF1_1"
"7560","trainMean",0.5327,4,0.985056553713495,7,0.986720554272517,8,0.405236951587771,7,0.727428514893446,6.5,6,"Wessels","HDAC3+IKZF1_1"
"7561","AttentionPert",0.5946,3,0.945393826630409,8,0.83756345177665,9,0.438953762269093,14,0.704127760169038,8.5,8,"Wessels","HDAC3+INTS1_1"
"7562","baseMLP",0.3095,10,0.783283240303421,11,0.365482233502538,13,0.55941206863587,6,0.504419385610457,10,13,"Wessels","HDAC3+INTS1_1"
"7563","baseReg",0.6732,2,1,1,1,1,0.561259441057904,4,0.808614860264476,2,1,"Wessels","HDAC3+INTS1_1"
"7564","biolord",0.2792,12,0.805257382758456,10,0.436548223350254,12,0.498296177691942,12,0.504825445950163,11.5,14,"Wessels","HDAC3+INTS1_1"
"7565","baseControl",-0.0136000000000001,15,0.965955822718382,4,0.898477157360406,5,0.558742672707633,9,0.602393913196605,8.25,7,"Wessels","HDAC3+INTS1_1"
"7566","CPA",0.311,9,0,15,0.350253807106599,14,1,1,0.41531345177665,9.75,11,"Wessels","HDAC3+INTS1_1"
"7567","GEARS",0.3125,8,0.940575354229283,9,0.822335025380711,10,0.535133032922892,10,0.652635853133221,9.25,10,"Wessels","HDAC3+INTS1_1"
"7568","GeneCompass",0.6758,1,0.995114736892324,2,0.984771573604061,2,0.508150540920546,11,0.790959212854233,4,2,"Wessels","HDAC3+INTS1_1"
"7569","GenePert",0.2973,11,0.95750202757502,7,0.878172588832487,8,0.56236165673075,3,0.673834068284564,7.25,6,"Wessels","HDAC3+INTS1_1"
"7570","linearModel",0.5551,6,0.960049615953437,6,0.883248730964467,7,0.559589380678883,5,0.739496931899197,6,4,"Wessels","HDAC3+INTS1_1"
"7571","scELMo",0.5235,7,0.987538762463623,3,0.959390862944162,4,0.559317807172108,7,0.757436858144973,5.25,3,"Wessels","HDAC3+INTS1_1"
"7572","scFoundation",0.2109,14,0.216602261342493,13,0,15,0.450973387382221,13,0.219618912181178,13.75,15,"Wessels","HDAC3+INTS1_1"
"7573","scGPT",0.2222,13,0.138199513381995,14,0.822335025380711,10,0.92426942683911,2,0.526750991400454,9.75,11,"Wessels","HDAC3+INTS1_1"
"7574","scouter",0.5884,4,0.377081246123754,12,0.969543147208122,3,0,15,0.483756098332969,8.5,8,"Wessels","HDAC3+INTS1_1"
"7575","trainMean",0.5606,5,0.961633509851629,5,0.888324873096447,6,0.559003555842391,8,0.742390484697617,6,4,"Wessels","HDAC3+INTS1_1"
"7576","AttentionPert",0.5314,8,0.907801208679621,8,0.715953307392996,10,0.300931838689855,14,0.614021588690618,10,10,"Wessels","HDAC3+MED24_1"
"7577","baseMLP",0.2248,14,0.615736496012146,11,0,15,0.466453223602425,7,0.326747429903643,11.75,14,"Wessels","HDAC3+MED24_1"
"7578","baseReg",0.7282,4,0.992389064702809,2,0.891050583657587,4,0.472145561995163,3,0.77094630258889,3.25,2,"Wessels","HDAC3+MED24_1"
"7579","biolord",0.2958,13,0.735983358473081,10,0.295719844357977,13,0.433044239944172,9,0.440136860693807,11.25,13,"Wessels","HDAC3+MED24_1"
"7580","baseControl",0.0600000000000001,15,0.891613183086372,9,0.649805447470817,11,0.465581970476282,8,0.516750150258368,10.75,12,"Wessels","HDAC3+MED24_1"
"7581","CPA",0.4491,11,0,15,0.544747081712062,12,0.999567582255274,2,0.498353665991834,10,10,"Wessels","HDAC3+MED24_1"
"7582","GEARS",0.5749,7,0.947669890469571,5,0.805447470817121,6,0.397142733022395,11,0.681290023577272,7.25,6,"Wessels","HDAC3+MED24_1"
"7583","GeneCompass",0.5153,9,0.937978764307474,6,0.778210116731518,8,0.351904865512098,13,0.645848436637772,9,8,"Wessels","HDAC3+MED24_1"
"7584","GenePert",0.7834,2,1,1,0.914396887159533,2,0.47148021942795,4,0.792319276646871,2.25,1,"Wessels","HDAC3+MED24_1"
"7585","linearModel",0.5955,5,0.956256839490107,3,0.809338521400778,5,0.467316109231173,6,0.707102867530515,4.75,3,"Wessels","HDAC3+MED24_1"
"7586","scELMo",0.4884,10,0.930781895438368,7,0.766536964980545,9,0.370535279381312,12,0.639063534950056,9.5,9,"Wessels","HDAC3+MED24_1"
"7587","scFoundation",0.4168,12,0.169254581842201,13,0.276264591439689,14,0.398974982733863,10,0.315323539003938,12.25,15,"Wessels","HDAC3+MED24_1"
"7588","scGPT",0.7637,3,0.0485640767797462,14,0.906614785992218,3,1,1,0.679719715692991,5.25,4,"Wessels","HDAC3+MED24_1"
"7589","scouter",0.8832,1,0.285370638746759,12,1,1,0,15,0.54214265968669,7.25,6,"Wessels","HDAC3+MED24_1"
"7590","trainMean",0.5927,6,0.955142803624067,4,0.805447470817121,6,0.470336396829618,5,0.705906667817702,5.25,4,"Wessels","HDAC3+MED24_1"
"7591","AttentionPert",0.3441,1,0.987267126136964,7,0.990708478513357,8,0.379001633408188,14,0.675269309514627,7.5,10,"Wessels","IKZF1+INTS1_1"
"7592","baseMLP",-0.0177,14,0.809330132781669,10,0.848625629113434,14,0.475216974250483,11,0.528868184036396,12.25,14,"Wessels","IKZF1+INTS1_1"
"7593","baseReg",0.2207,8,0.989229056811666,5,0.992644212156407,5,0.480387796062519,9,0.670740266257648,6.75,7,"Wessels","IKZF1+INTS1_1"
"7594","biolord",-0.1023,15,0,15,0,15,0.437690098766445,13,0.0838475246916113,14.5,15,"Wessels","IKZF1+INTS1_1"
"7595","baseControl",-0.00340000000000007,13,1,1,1,1,0.475303887431173,10,0.617975971857793,6.25,5,"Wessels","IKZF1+INTS1_1"
"7596","CPA",0.2445,6,0.655012198823966,14,0.910956252419667,13,0.922013093600074,2,0.683120386210927,8.75,11,"Wessels","IKZF1+INTS1_1"
"7597","GEARS",0.1931,10,0.988177821751009,6,0.991482771970577,7,0.50883862366642,4,0.670399804347001,6.75,7,"Wessels","IKZF1+INTS1_1"
"7598","GeneCompass",0.123,12,0.993622319912753,3,0.995354239256678,3,0.484253028879388,5,0.649057397012205,5.75,3,"Wessels","IKZF1+INTS1_1"
"7599","GenePert",0.2473,5,0.991550768469694,4,0.994579945799458,4,0.481412735142555,8,0.678710862352927,5.25,1,"Wessels","IKZF1+INTS1_1"
"7600","linearModel",0.2539,4,0.986466051291276,8,0.990708478513357,8,0.48145552682442,7,0.678132514157263,6.75,7,"Wessels","IKZF1+INTS1_1"
"7601","scELMo",0.2406,7,0.997326939725442,2,0.998064266356949,2,0.452249726317179,12,0.672060233099893,5.75,3,"Wessels","IKZF1+INTS1_1"
"7602","scFoundation",0.1872,11,0.781407755528822,12,0.936507936507937,12,0.523844226064197,3,0.607239979525239,9.5,12,"Wessels","IKZF1+INTS1_1"
"7603","scGPT",0.2723,2,0.747532127317496,13,0.992644212156407,5,1,1,0.753119084868476,5.25,1,"Wessels","IKZF1+INTS1_1"
"7604","scouter",0.2022,9,0.785910639398266,11,0.990321331784746,11,0,15,0.494607992795753,11.5,13,"Wessels","IKZF1+INTS1_1"
"7605","trainMean",0.2639,3,0.986373295256513,9,0.990708478513357,8,0.482592806315811,6,0.68089364502142,6.5,6,"Wessels","IKZF1+INTS1_1"
"7606","AttentionPert",0.8062,6,0.9383744241597,5,0.830985915492958,7,0.276419024826691,13,0.712994841119837,7.75,8,"Wessels","IKZF1+KDM1A_1"
"7607","baseMLP",0.5198,11,0.609462975601433,11,0,15,0.480354206411147,6,0.402404295503145,10.75,12,"Wessels","IKZF1+KDM1A_1"
"7608","baseReg",0.9058,2,1,1,0.985915492957746,2,0.481524663864545,4,0.843310039205573,2.25,1,"Wessels","IKZF1+KDM1A_1"
"7609","biolord",0.2486,14,0.702279901040778,10,0.234741784037559,14,0.438193212956096,9,0.405953724508608,11.75,14,"Wessels","IKZF1+KDM1A_1"
"7610","baseControl",-0.0605,15,0.834179320934994,9,0.55868544600939,12,0.479168393447732,8,0.452883290098029,11,13,"Wessels","IKZF1+KDM1A_1"
"7611","CPA",0.4383,13,0.0721293294659614,14,0.666666666666667,11,1,1,0.544273999033157,9.75,10,"Wessels","IKZF1+KDM1A_1"
"7612","GEARS",0.7157,8,0.88207003924245,8,0.699530516431925,10,0.245165259520315,14,0.635616453798672,10,11,"Wessels","IKZF1+KDM1A_1"
"7613","GeneCompass",0.8266,4,0.979120457259853,3,0.934272300469484,4,0.338812290910977,11,0.769701262160079,5.5,4,"Wessels","IKZF1+KDM1A_1"
"7614","GenePert",0.8085,5,0.970514843883296,4,0.906103286384977,5,0.481773397978568,3,0.79172288206171,4.25,2,"Wessels","IKZF1+KDM1A_1"
"7615","linearModel",0.5275,10,0.901254052209521,7,0.737089201877934,8,0.480034067117492,7,0.661469330301237,8,9,"Wessels","IKZF1+KDM1A_1"
"7616","scELMo",0.8632,3,0.98744881419553,2,0.953051643192488,3,0.333160563430316,12,0.784215255204584,5,3,"Wessels","IKZF1+KDM1A_1"
"7617","scFoundation",0.4698,12,0.174959477904794,13,0.248826291079812,13,0.39453046986345,10,0.322029059712014,12,15,"Wessels","IKZF1+KDM1A_1"
"7618","scGPT",0.7196,7,0,15,0.849765258215962,6,0.944429068433333,2,0.628448581662324,7.5,7,"Wessels","IKZF1+KDM1A_1"
"7619","scouter",0.9179,1,0.28693908889268,12,1,1,0,15,0.55120977222317,7.25,6,"Wessels","IKZF1+KDM1A_1"
"7620","trainMean",0.5299,9,0.901627282033783,6,0.737089201877934,8,0.481024796210403,5,0.66241032003053,7,5,"Wessels","IKZF1+KDM1A_1"
"7621","AttentionPert",0.5725,10,0.983676201828695,8,0.982359426681367,10,0.229348938234702,14,0.691971141686191,10.5,10,"Wessels","IKZF1+MED24_1"
"7622","baseMLP",0.1561,12,0.75073088471653,12,0.790150679897097,14,0.430063306032066,8,0.531761217661423,11.5,14,"Wessels","IKZF1+MED24_1"
"7623","baseReg",0.7655,2,1,1,0.994119808893789,2,0.435569074441343,6,0.798797220833783,2.75,1,"Wessels","IKZF1+MED24_1"
"7624","biolord",0.0526,14,0,15,0,15,0.402627827922261,9,0.113806956980565,13.25,15,"Wessels","IKZF1+MED24_1"
"7625","baseControl",-0.00940000000000007,15,0.965747988125065,9,0.966188901139287,11,0.432099698485518,7,0.588659146937468,10.5,10,"Wessels","IKZF1+MED24_1"
"7626","CPA",0.1271,13,0.622575369396904,14,0.903711870635796,13,0.800522115216671,2,0.613477338812342,10.5,10,"Wessels","IKZF1+MED24_1"
"7627","GEARS",0.6772,7,0.989766201630968,7,0.98787210584344,7,0.338371989124233,10,0.74830257414966,7.75,9,"Wessels","IKZF1+MED24_1"
"7628","GeneCompass",0.7427,5,0.993850682017835,4,0.991179713340684,5,0.259569194430544,13,0.746824897447266,6.75,7,"Wessels","IKZF1+MED24_1"
"7629","GenePert",0.7605,3,0.999045259771258,2,0.993384785005513,3,0.439592429960113,4,0.798130618684221,3,2,"Wessels","IKZF1+MED24_1"
"7630","linearModel",0.6529,9,0.992028766492573,6,0.98787210584344,7,0.440233164428053,3,0.768258509191016,6.25,4,"Wessels","IKZF1+MED24_1"
"7631","scELMo",0.7604,4,0.997638571505241,3,0.993384785005513,3,0.270514409118864,12,0.755484441407404,5.5,3,"Wessels","IKZF1+MED24_1"
"7632","scFoundation",0.4239,11,0.76965055942693,11,0.936787945608232,12,0.298498547155069,11,0.607209263047558,11.25,13,"Wessels","IKZF1+MED24_1"
"7633","scGPT",0.7205,6,0.719967346754307,13,0.990812201396545,6,1,1,0.857819887037713,6.5,6,"Wessels","IKZF1+MED24_1"
"7634","scouter",0.8464,1,0.786465851088771,10,1,1,0,15,0.658216462772193,6.75,7,"Wessels","IKZF1+MED24_1"
"7635","trainMean",0.6538,8,0.992311234015869,5,0.98787210584344,7,0.438358149711619,5,0.768085372392732,6.25,4,"Wessels","IKZF1+MED24_1"
"7636","AttentionPert",0.2892,7,0.992746872759754,6,0.990454800673779,8,0.14874747488432,14,0.605287287079463,8.75,10,"Wessels","IKZF1+RCOR1_1"
"7637","baseMLP",0.000299999999999967,14,0.853185510613257,10,0.875350926445817,14,0.326339633909708,3,0.513794017742196,10.25,13,"Wessels","IKZF1+RCOR1_1"
"7638","baseReg",0.2874,8,0.993026723863632,5,0.9921392476137,7,0.316323322572567,7,0.647222323512475,6.75,4,"Wessels","IKZF1+RCOR1_1"
"7639","biolord",-0.1018,15,0,15,0,15,0.322591762435473,6,0.0551979406088682,12.75,15,"Wessels","IKZF1+RCOR1_1"
"7640","baseControl",0.00880000000000003,13,1,1,0.996631106120157,3,0.323504339826247,5,0.582233861486601,5.5,3,"Wessels","IKZF1+RCOR1_1"
"7641","CPA",0.2526,9,0.649082050043511,14,0.957888826501965,12,1,1,0.714892719136369,9,12,"Wessels","IKZF1+RCOR1_1"
"7642","GEARS",0.3309,5,0.988506936857157,7,0.98820887142055,9,0.242021226187058,10,0.637409258616191,7.75,8,"Wessels","IKZF1+RCOR1_1"
"7643","GeneCompass",0.1255,12,0.997262826189463,3,0.99606962380685,5,0.23467079030845,11,0.588375810076191,7.75,8,"Wessels","IKZF1+RCOR1_1"
"7644","GenePert",0.3418,3,0.997151652463265,4,0.994946659180236,6,0.323606797666713,4,0.664376277327553,4.25,1,"Wessels","IKZF1+RCOR1_1"
"7645","linearModel",0.3258,6,0.982890746895761,9,0.983717012914093,11,0.308677106437897,9,0.650271216561938,8.75,10,"Wessels","IKZF1+RCOR1_1"
"7646","scELMo",0.2301,10,0.999428797061947,2,0.996631106120157,3,0.164708286488791,13,0.597717047417724,7,5,"Wessels","IKZF1+RCOR1_1"
"7647","scFoundation",0.2255,11,0.734954169589769,12,0.921953958450309,13,0.169139631396091,12,0.512886939859042,12,14,"Wessels","IKZF1+RCOR1_1"
"7648","scGPT",0.3859,2,0.676610964796265,13,0.997192588433464,2,0.967482707586893,2,0.756796565204156,4.75,2,"Wessels","IKZF1+RCOR1_1"
"7649","scouter",0.4229,1,0.746198050242857,11,1,1,0,15,0.542274512560714,7,5,"Wessels","IKZF1+RCOR1_1"
"7650","trainMean",0.3348,4,0.985731427278966,8,0.985962942167322,10,0.312541286360225,8,0.654758913951628,7.5,7,"Wessels","IKZF1+RCOR1_1"
"7651","AttentionPert",0.5399,9,0.988985553836571,7,0.987035945786682,9,0.349392146859439,13,0.716328411620673,9.5,10,"Wessels","IKZF1+SMARCD1_1"
"7652","baseMLP",0.2446,12,0.854099776978562,10,0.875073659398939,14,0.502981866137762,5,0.619188825628816,10.25,12,"Wessels","IKZF1+SMARCD1_1"
"7653","baseReg",0.6969,2,1,1,0.997053624042428,2,0.505380133580972,3,0.79983343940585,2,1,"Wessels","IKZF1+SMARCD1_1"
"7654","biolord",0.119,14,0,15,0,15,0.501404383824543,7,0.155101095956136,12.75,15,"Wessels","IKZF1+SMARCD1_1"
"7655","baseControl",-0.00120000000000009,15,0.987486689035784,9,0.985268120212139,11,0.501796542273655,6,0.618337837880394,10.25,12,"Wessels","IKZF1+SMARCD1_1"
"7656","CPA",0.1961,13,0.665781278254405,13,0.954036535061874,12,0.986040288003062,2,0.700489525329835,10,11,"Wessels","IKZF1+SMARCD1_1"
"7657","GEARS",0.4869,10,0.98827831468124,8,0.987035945786682,9,0.442845830269186,10,0.726265022684277,9.25,9,"Wessels","IKZF1+SMARCD1_1"
"7658","GeneCompass",0.5518,8,0.994076872074099,4,0.992339422510312,6,0.367728167869554,12,0.726486115613491,7.5,8,"Wessels","IKZF1+SMARCD1_1"
"7659","GenePert",0.6184,5,0.997898374555464,2,0.995285798467884,3,0.505118227663912,4,0.779175600171815,3.5,2,"Wessels","IKZF1+SMARCD1_1"
"7660","linearModel",0.69,3,0.989234694902654,5,0.988214496169711,7,0.498740475452132,9,0.791547416631124,6,3,"Wessels","IKZF1+SMARCD1_1"
"7661","scELMo",0.5969,7,0.995603865704929,3,0.992928697701827,5,0.373477763259662,11,0.739727581666604,6.5,6,"Wessels","IKZF1+SMARCD1_1"
"7662","scFoundation",0.391,11,0.728870225633401,11,0.927519151443724,13,0.324673383979743,14,0.593015690264217,12.25,14,"Wessels","IKZF1+SMARCD1_1"
"7663","scGPT",0.6024,6,0.649056679592534,14,0.994107248084856,4,1,1,0.811390981919347,6.25,4,"Wessels","IKZF1+SMARCD1_1"
"7664","scouter",0.74,1,0.72784955094332,12,1,1,0,15,0.61696238773583,7.25,7,"Wessels","IKZF1+SMARCD1_1"
"7665","trainMean",0.686,4,0.989206566072613,6,0.988214496169711,7,0.498972239104223,8,0.790598325336637,6.25,4,"Wessels","IKZF1+SMARCD1_1"
"7666","AttentionPert",0.1538,2,0.959205564946041,8,0.946969696969697,9,0.349826039413846,14,0.602450325332396,8.25,9,"Wessels","INTS1_1"
"7667","baseMLP",0.0273,8,0.258559788497378,11,0,15,0.388853415923871,12,0.168678301105312,11.5,14,"Wessels","INTS1_1"
"7668","baseReg",0.0600000000000001,6,0.960527456334244,7,0.952020202020202,8,0.446759667140719,4,0.604826831373791,6.25,5,"Wessels","INTS1_1"
"7669","biolord",0.00180000000000002,9,0.810807003857323,10,0.757575757575758,13,0.406552591548613,9,0.494183838245423,10.25,12,"Wessels","INTS1_1"
"7670","baseControl",-0.00829999999999997,11,0.994419884713735,2,0.992424242424242,2,0.442081079386917,7,0.605156301631224,5.5,2,"Wessels","INTS1_1"
"7671","CPA",0.112,3,0.0273479824903566,14,0.818181818181818,12,1,1,0.489382450168044,7.5,6,"Wessels","INTS1_1"
"7672","GEARS",0.0868,4,0.978492177003424,5,0.974747474747475,5,0.419987119126974,8,0.615006692719468,5.5,2,"Wessels","INTS1_1"
"7673","GeneCompass",0.001,10,0.983118796862133,4,0.97979797979798,4,0.356598180058733,13,0.580128739179711,7.75,7,"Wessels","INTS1_1"
"7674","GenePert",-0.0388999999999999,14,0.941912625146275,9,0.929292929292929,10,0.447661421851628,3,0.569991744072708,9,10,"Wessels","INTS1_1"
"7675","linearModel",0.3969,1,1,1,1,1,0.446194257278533,6,0.710773564319633,2.25,1,"Wessels","INTS1_1"
"7676","scELMo",0.0580000000000001,7,0.984646556581286,3,0.982323232323232,3,0.391362912086469,11,0.604083175247747,6,4,"Wessels","INTS1_1"
"7677","scFoundation",0.0657,5,0.138083474190612,13,0.545454545454546,14,0.401969076645945,10,0.287801774072776,10.5,13,"Wessels","INTS1_1"
"7678","scGPT",-0.00839999999999996,12,0,15,0.914141414141414,11,0.848293751684447,2,0.438508791456465,10,11,"Wessels","INTS1_1"
